network_age,Aggregate_Total_Rev,Aggregate_SMS_Rev,Aggregate_Data_Rev,Aggregate_Data_Vol,Aggregate_ONNET_REV,Aggregate_OFFNET_REV,aug_user_type_3G,sep_user_type_3G,aug_fav_a_mobilink,aug_fav_a_ufone,sep_fav_a_mobilink,sep_fav_a_ufone,Class
594,656.504,313.8,0,25.2627,6036,14865,0,0,1,0,0,0,Churned
609,12.55,4.78,0,1056.668,0,179,1,1,0,0,0,0,Churned
618,1362.3,17.16,1.25,537425.1895,9666,52703,1,1,0,0,0,1,Churned
626,1574.52,11.96,43.75,2012374.152,0,895,1,1,0,0,0,1,Churned
2140,1363.68,11.95,0,742488.541,0,1114,1,1,1,0,0,1,Churned
103,263.5,0,0,7285.9961,20640,1202,0,0,0,1,0,1,Churned
111,574.92,9.62,62.5,834169.5957,1980,4019,0,0,0,0,0,1,Churned
141,810.7,11.37,142.5,2543055.027,21708,15127,1,1,1,0,0,1,Active
143,721.938,48.08,1.25,0.8584,24774,2160,0,0,0,1,0,1,Active
143,449.17,0,96.25,1074996.378,24,732,1,1,0,1,0,1,Churned
164,808.68,112.53,86.25,16732.7481,13704,12790,1,1,0,0,0,1,Active
195,199.3784,24.16,0,269214.8594,0,395,0,0,0,0,0,0,Churned
331,1468.37,163.61,737.5,285336.3916,9894,15250,1,1,1,0,0,1,Churned
365,449.6384,7,127.5,20118693.29,60,1046,1,1,0,0,0,1,Active
385,755.954,0,21.25,8305154.895,48,179,1,1,0,1,0,1,Active
388,121.9328,29.79,26.25,7794.5664,420,4280,0,0,1,0,1,0,Churned
411,488.5264,28.68,0,254002.6962,0,623,1,1,0,0,0,0,Churned
570,2388.8,7.73,33.75,19157236.63,1308,892,1,1,0,1,0,1,Active
654,2559.4616,87.48,175,9842255.198,10608,91331,1,1,1,0,0,0,Active
666,1966.34,12.94,188.75,8275915.011,9690,3770,1,1,0,0,0,1,Active
1030,151.37,3.5,1.25,1.7822,10944,1475,0,0,0,0,0,1,Churned
1282,320.47,133,8.75,2.8711,492,11376,1,1,1,0,0,0,Churned
4061,2551.14,128.25,1.25,8157386.301,13854,6774,1,1,0,0,0,1,Active
95,140.1,29.75,8.75,24842.1104,360,8412,0,0,0,1,0,0,Churned
99,294.59,5.26,1.25,80650.1299,20760,5036,0,1,0,1,0,1,Churned
100,112.56,24.51,20,336878.9902,0,537,0,1,0,0,0,0,Churned
101,452.31,40.25,51.25,76293.3242,3060,1603,0,1,0,0,0,0,Churned
108,904.322,155.66,80,799300.8506,27197,1790,0,0,0,1,0,1,Active
110,589.47,130.46,11.25,727.7734,2904,8876,0,0,0,0,0,1,Active
113,773.93,14,10,1229.5186,0,4391,0,0,0,0,1,0,Churned
117,24.97,0,1.25,2305.0537,1224,358,0,0,0,1,0,0,Churned
120,61.29,3.5,0,0.2998,1116,4041,0,0,0,0,0,0,Active
123,132.018,5.25,0,0.5215,5868,4356,0,0,0,1,0,1,Churned
125,352.47,81.11,0,22.4756,888,13448,0,0,0,0,0,0,Active
125,740.83,107.9,42.5,217706.7119,11760,29829,1,1,0,0,0,1,Active
125,2138.6992,1.75,41.25,9014.9473,228,5236,0,0,0,0,0,0,Churned
125,444.17,1.76,68.75,1515728.469,4152,11553,1,1,1,0,0,1,Churned
128,109.78,3.51,18.75,5458767.271,816,2520,1,1,0,0,0,0,Churned
129,217.11,7.73,43.75,74870.207,2952,8709,1,1,1,0,0,0,Active
129,1877.26,46.11,343.75,3387698.226,0,20944,1,1,0,0,1,0,Active
129,1135.52,75.83,40,6615818.753,31977,1520,1,1,0,1,0,1,Churned
132,92.23,0,1.25,6835.9238,120,179,0,0,0,1,0,1,Active
133,1573.6468,0,340,41545929.26,1188,6488,1,1,0,0,0,1,Active
134,587.1888,4.37,98.75,12526704.7,24,17862,1,1,1,0,0,0,Active
137,3681.44,10.58,6.25,593297.6113,112074,40451,1,0,0,0,0,1,Active
137,1660.14,3.5,135,16966560.91,3312,956,1,1,1,0,0,1,Active
137,478.0704,0,7.5,268716.9639,4176,537,1,1,0,1,0,1,Churned
138,958.61,0,2.5,933169.1904,0,895,1,1,1,0,0,1,Active
138,315.0044,0,201.25,1813914.316,0,3587,1,1,0,0,0,0,Churned
141,810.38,49.58,56.25,210613.8564,2988,1653,0,0,0,0,0,1,Active
142,675.89,100.63,141.25,1186735.909,4752,3478,1,0,0,1,0,1,Active
143,290.602,3.5,70,8596182.165,120,2033,1,1,0,0,0,0,Active
144,1071.582,10.5,228.75,5393514.878,0,4038,1,1,0,0,0,0,Active
145,1723.5444,12.98,128.75,1640686.959,42534,21686,1,0,0,0,0,1,Active
145,496.666,45.52,232.5,194053.3457,828,895,0,0,0,1,0,0,Churned
145,923.48,0,33.75,1949975.294,0,358,1,1,1,0,0,1,Churned
148,1100.54,23.61,41.25,602549.9453,12432,16804,0,0,0,0,0,1,Active
150,454.638,1.75,83.75,842766.9658,0,1005,1,1,1,0,1,0,Churned
152,1824.8584,44.48,140,136700.5967,61572,9099,0,0,1,0,0,1,Active
152,776.0592,28.01,295,7530947.808,1248,3680,1,1,0,0,0,1,Churned
153,1069.43,15.75,3.75,1196432.417,8076,7247,1,1,0,1,0,0,Active
155,470.09,7,0,1346.6514,936,120,0,0,0,1,0,1,Active
158,792.1144,28.63,108.75,107713.582,7296,16636,0,0,0,1,1,0,Active
159,682.972,17.94,128.75,5030090.153,0,895,0,0,0,0,0,0,Churned
160,3260.04,158.02,195,6432332.881,12312,9772,1,1,0,0,0,1,Active
162,1095.8508,0,96.25,20744581.69,600,19571,1,1,0,0,0,1,Churned
164,280.08,1.75,61.25,172211.9473,324,4545,1,1,0,1,0,0,Active
165,203.3812,7.32,33.75,396747.0527,4344,2853,1,1,0,1,0,1,Churned
170,958.63,48.64,15,23427.8515,17184,3195,0,0,0,1,0,1,Active
172,23.692,13.7,1.25,79.1143,0,515,1,1,0,0,0,0,Churned
172,903.6524,550.44,43.75,75459.5733,672,4125,0,0,0,0,0,0,Churned
173,459.23,17.95,0,476843.5157,0,358,1,1,0,0,0,0,Churned
174,156.772,31.94,6.25,201527.4873,144,1487,0,0,1,0,1,0,Churned
180,1619.2824,2.4,73.75,17193106.12,3210,38853,1,1,0,0,0,1,Active
185,746.098,105.94,2.5,7210.998,1296,4609,0,0,0,0,0,0,Active
187,1877.48,165.06,343.75,1822350.092,936,29790,1,1,0,0,0,0,Churned
187,770.6644,1.75,6.25,44769.9404,9480,4249,0,0,0,0,0,1,Churned
192,479.72,0,0,12.8662,3222,358,1,0,0,0,0,1,Active
200,154.11,26.9,1.25,8.5322,1458,6832,0,0,0,0,0,1,Churned
202,1720.3008,4.36,245,3334606.97,228,1495,1,1,0,0,1,0,Active
203,33.624,11.78,1.25,157.1426,144,1437,1,1,0,0,0,0,Churned
203,724.01,14.81,12.5,3615.8906,17496,23996,1,1,0,0,0,1,Churned
204,755.89,8.33,27.5,7473126.807,16934,3785,1,1,0,1,0,1,Active
204,316.04,18.48,30,10995622.09,24,2093,0,0,1,0,0,0,Churned
206,455.07,0,137.5,64054568.84,0,2277,1,1,0,0,1,0,Churned
207,88.89,18.31,5,365.0967,0,3568,1,1,0,0,0,0,Churned
208,968.162,164.05,356.25,266447.6875,0,1959,1,1,0,0,0,0,Churned
209,326.38,38.6,30,11455.9649,1200,14008,1,1,1,0,0,0,Churned
211,2841.16,35.87,90,1032632.521,21714,114244,1,1,0,0,0,1,Churned
212,2609.28,117.86,0,395.582,27996,8520,0,0,0,1,0,1,Active
214,226.308,8.75,33.75,21961600.71,114,9032,1,1,0,0,0,0,Churned
216,642.26,79.61,25,168563.4658,2514,19167,1,1,0,0,0,0,Churned
217,493.59,4.97,45,5731.5371,11874,3670,1,1,0,1,0,1,Churned
221,230.008,40.35,1.25,47568.4531,228,7902,1,1,0,0,0,0,Churned
224,167.282,16.11,37.5,163534.6055,12,1790,0,0,0,0,0,0,Churned
225,996.69,12.04,1.25,79458.5771,0,6886,1,1,0,0,0,1,Active
226,1215.1416,86.83,248.75,897415.3671,894,8210,0,0,0,1,0,0,Active
227,343.2808,65.41,43.75,176679.2842,906,1021,0,0,0,1,0,1,Active
227,233.23,0,25,7035971.41,0,3714,1,1,0,0,0,0,Active
228,1929.63,93.48,281.25,3338216.653,0,16489,1,1,0,0,0,0,Active
231,410.9916,0,88.75,15544589.01,0,3340,1,1,0,0,0,0,Churned
233,488.0884,0,82.5,99456402.05,798,2049,1,1,0,0,0,0,Active
233,509.2452,36.21,15,674.5069,4392,31497,0,0,0,0,1,0,Churned
238,707.6352,22.45,210,85675.5967,3786,11692,1,1,0,0,0,0,Churned
240,1217.112,30.38,41.25,37986.0157,53058,9191,0,0,0,1,0,1,Churned
243,376.5892,9.56,26.25,9622013.832,300,1094,1,1,0,1,0,1,Churned
250,385.7884,0,136.25,543844.5078,0,1432,1,1,0,0,0,0,Active
253,2287.42,38.65,40,4668602.188,4230,358,1,1,0,0,0,1,Churned
254,978.76,11.95,42.5,1002857.23,0,358,1,1,1,0,0,1,Churned
256,1013.586,21.87,1.25,1.0273,11124,1915,0,0,0,1,0,1,Churned
257,580.1016,7,110,32422253.71,954,5601,1,1,0,0,0,0,Active
258,911.13,119,0,6.1348,25356,29860,1,1,1,0,0,1,Active
261,219.65,5.98,48.75,343736.752,228,5008,1,1,0,1,1,0,Active
262,912.69,71.92,153.75,1902088.814,4914,15362,1,1,1,0,0,0,Churned
272,1869.59,21.67,63.75,29724199.42,24084,21752,1,1,0,1,0,1,Active
278,2202.8236,6.85,76.25,44187559.06,5136,77925,1,1,0,0,0,1,Active
281,1303.378,3.36,23.75,23869.7158,42030,15659,0,0,0,1,0,1,Churned
282,318.722,17.5,31.25,12481926.14,318,358,0,0,0,1,0,1,Active
296,1412.65,13.12,0,4946400.364,3564,3874,1,1,0,0,0,1,Churned
297,2872.0204,128.2,143.75,7897054.488,28086,28975,1,1,0,1,0,1,Active
297,949,0.87,20,207150.8173,1836,179,1,1,0,0,0,1,Active
304,767.64,27.32,22.5,896054.166,852,17895,1,1,0,0,0,1,Churned
306,399.5248,1.75,28.75,307292.1416,4140,1666,0,0,0,0,0,1,Active
307,539.24,10.5,135,21856.3565,762,3498,1,1,0,1,0,1,Active
308,1267.46,0,193.75,2559615.11,0,537,1,1,0,0,0,1,Active
311,141.42,41.63,0,164.4902,0,867,0,1,0,0,0,0,Churned
322,1410.27,26.9,13.75,359203.6875,0,537,1,1,0,0,0,1,Active
322,1321.516,23.19,7.5,2603045.233,0,9611,1,1,0,0,1,0,Churned
330,454.3128,47.14,53.75,212.2656,0,4144,0,0,0,0,0,0,Churned
337,883.5572,59.08,35,1794729.694,7608,22827,1,1,1,0,0,0,Churned
346,382.6652,18.94,130,606623.7168,516,1981,0,0,0,0,0,0,Churned
347,361.978,15.8,61.25,3570486.309,840,1274,0,0,0,0,0,0,Churned
348,404.604,54.81,17.5,198986.251,2292,5135,1,1,1,0,1,0,Churned
350,522.6908,1.75,31.25,39050.4199,5652,3064,0,1,0,1,0,1,Churned
351,796.3856,133.27,6.25,191.1318,1548,47633,1,1,0,0,0,0,Churned
368,964.12,20.23,17.5,2165091.16,3474,6085,0,0,0,0,0,1,Active
369,657.06,20.58,56.25,1801790.789,11478,6070,1,1,0,0,0,1,Active
373,2083.97,46.91,476.25,1456032.609,16290,66527,1,1,0,0,1,0,Churned
399,76.278,32.82,5,36991.4678,114,3133,0,0,0,0,0,0,Churned
399,682.79,19.7,81.25,5882498.729,846,10522,1,1,1,0,0,0,Churned
411,585.64,24.5,47.5,11288172.96,1566,3676,1,1,0,0,0,0,Churned
418,604.172,3.5,16.25,65084.9111,9002,13047,1,1,0,1,0,1,Active
418,480.366,1.75,52.5,23627590.98,0,509,1,1,0,0,0,0,Active
425,1056.634,7.87,21.25,299235.7441,0,716,1,1,0,0,0,1,Active
425,188.4484,0,53.75,15905941.53,114,1594,1,1,0,0,1,0,Active
431,2127.9144,79.49,62.5,1308236.473,7866,79394,0,1,0,0,0,1,Churned
436,456.59,4.46,1.25,1929995.054,0,1318,1,1,0,0,0,1,Churned
439,290.82,12.42,30,6379885.926,216,10240,0,0,0,1,0,0,Churned
439,629.7724,43.83,7.5,918.1826,1854,12533,0,0,0,1,0,1,Churned
446,20.03,7.17,1.25,29.0898,0,623,0,0,0,0,0,0,Churned
449,272.12,20.46,6.25,441698.3447,0,2646,1,1,0,0,0,0,Churned
452,1687.68,17.95,31.25,12370663.76,0,1290,1,1,0,1,0,0,Churned
472,174.32,5.25,37.5,310023.6357,228,3097,1,1,0,1,0,0,Active
504,276.74,42,20,339997.5273,318,2752,1,1,0,0,0,0,Active
508,3690.83,40.06,462.5,2626969.215,0,171947,1,1,0,0,1,0,Churned
523,676.42,104.95,51.25,3372399.607,6840,7005,1,1,0,0,0,1,Active
544,447.5504,25.57,188.75,264788.0518,114,765,1,1,0,0,0,0,Churned
568,337.65,43.68,1.25,8.3652,7380,4536,0,0,0,1,0,0,Churned
617,62.582,29.79,5,87.2539,546,1132,0,0,0,0,0,0,Churned
618,142.51,35.21,0,7448.8613,1014,3378,1,1,0,0,0,0,Churned
626,1716.832,12.97,55,538220.5918,6384,4589,1,1,0,0,0,1,Active
630,1166.56,6.53,35,163234.29,3036,8571,0,0,0,0,0,1,Active
674,120.716,17.2,11.25,339.5527,534,1932,0,0,1,0,1,0,Churned
805,220.45,7.64,2.5,179821.1963,3000,5183,0,0,0,0,0,0,Active
818,749.874,59.97,5,922078.9111,3378,24381,1,1,0,0,1,0,Churned
842,306.2928,59.02,30,138981.043,3240,10198,0,0,0,0,0,0,Churned
958,393.7128,23.9,0,64,2964,26938,0,0,0,0,0,0,Churned
963,1371.1004,126.27,46.25,1642929.457,1182,32533,1,1,0,0,0,1,Active
978,259.94,23.26,23.75,905925.8711,0,1845,1,1,0,0,0,0,Churned
984,964.4128,59.41,11.25,126.918,18048,21612,0,0,0,0,0,1,Churned
1033,596.41,24.84,25,2702.4609,5880,44591,1,1,0,0,0,0,Churned
1135,259.508,4.78,0,429950.7549,14058,1350,0,0,0,1,0,1,Churned
1181,569.17,28.62,40,27774261.58,8796,13581,1,1,0,0,0,0,Active
1303,105.56,32.18,1.25,10.5029,1920,1300,1,1,0,0,0,0,Churned
1316,181.36,31.63,0,32.9824,13608,767,0,0,0,1,0,1,Churned
1384,356.3684,43.72,76.25,30493.4921,4506,7166,1,0,0,1,0,0,Churned
1410,1149.4804,25.01,23.75,1442.4326,4650,77937,0,0,0,0,0,0,Churned
1510,615.73,5.98,72.5,2076039.626,0,716,0,1,0,0,0,1,Churned
1791,1268.4504,3.5,0,898.5488,857,20768,1,1,0,1,0,1,Churned
1872,1154.802,12.35,25,27260.4551,21012,35298,0,1,1,0,0,1,Active
1944,955.664,17.04,0,5846.5674,956,2867,1,1,0,0,0,1,Active
2019,118.134,6.12,21.25,1322753.892,1632,762,0,0,0,0,0,1,Churned
2024,1525.724,19.49,23.75,10891950.07,16019,8100,1,1,1,0,0,1,Active
2099,248.018,2.63,160,15887661.71,444,1434,1,1,1,0,0,0,Churned
2117,655.7008,20.88,108.75,746180.3975,738,827,1,1,0,0,0,0,Churned
2132,647.2068,14.81,0,6050.709,6276,22607,0,0,0,0,1,0,Churned
2178,1940.5,50.23,36.25,5588236.593,2106,19274,0,1,0,0,0,1,Active
2193,725.7,7,22.5,272916.8926,7761,9972,0,0,0,0,0,1,Active
2248,256.69,16.06,1.25,4795.3906,1722,2945,0,0,0,1,0,1,Active
2281,789.44,5.25,7.5,979067.5381,22062,16827,0,0,0,0,0,0,Churned
2398,885.8196,17.35,8.75,1237.3144,13888,7960,0,0,0,0,0,1,Active
2861,3888.1652,77.86,1181.25,2859107.857,18306,68477,1,1,0,0,0,1,Active
3702,834.6164,8.93,76.25,171480.7383,3816,29763,1,1,0,1,0,1,Active
3722,1765.28,2.39,0,14048.8027,2040,2194,0,0,0,0,0,1,Active
3809,898.49,15.75,0,464885.6963,762,6850,0,0,0,0,0,1,Active
4047,211.084,33.05,0,3122.2002,1308,10036,0,0,1,0,0,1,Churned
4158,877.19,0,0,2150561.275,0,179,1,1,0,0,0,1,Active
4252,945.22,3.5,0,1358.5557,0,537,1,1,0,0,0,1,Active
4631,798.8424,34.83,6.25,256.0918,4338,14615,0,0,0,0,0,1,Churned
4755,3339.712,11.95,1.25,1539880.571,0,161487,1,1,0,0,0,1,Churned
4876,586.85,9.48,22.5,17335383.62,2850,16457,1,1,0,0,0,1,Active
5349,2108.23,0,12.5,2725088.762,0,79510,1,1,0,0,0,1,Active
91,15.92,0,0,30.2803,348,0,0,0,0,1,0,1,Churned
93,13.47,0,1.25,2788.1631,0,576,0,0,1,0,1,0,Churned
94,58.28,0,0,11353.8008,4560,0,0,0,0,1,0,1,Active
96,38.87,0,6.25,8785765.613,240,1432,0,0,0,0,0,0,Churned
97,48.72,0,10,13034.1445,0,2676,0,0,0,0,1,0,Churned
99,233.6448,21.02,6.25,2454740.737,12036,6496,0,0,0,0,0,1,Churned
100,42.87,1.21,1.25,10433.1045,0,179,0,0,0,0,0,0,Churned
101,44.97,0.61,0,313266.3779,348,3466,0,0,0,0,0,0,Churned
102,74.448,16.73,0,23653.7109,912,2376,0,0,0,0,0,0,Churned
103,1892.1272,78.69,116.25,158633.584,105468,5688,0,0,0,0,0,1,Churned
103,15.532,4.78,1.25,64,0,358,1,0,0,0,0,0,Churned
103,14.972,0,1.25,8.2959,0,179,0,0,0,0,0,0,Churned
104,1308.54,304.54,258.75,776938.2256,29832,13362,1,1,1,0,0,1,Churned
105,160.1804,0,0,62812.8721,3672,3668,0,0,0,1,0,1,Churned
105,75.4,10.5,10,2401224.12,2532,1522,0,1,0,1,0,0,Churned
106,193.34,3.5,1.25,758816.5312,9504,4675,0,1,0,0,0,1,Churned
106,7.77,0,0,899.877,0,179,0,0,0,0,0,0,Churned
107,139.136,0,20,1509481.9,0,2806,0,0,0,0,0,0,Churned
107,128.51,5.98,22.5,47800.1602,120,6476,0,0,1,0,0,0,Churned
107,132.912,0,20,1363375.378,0,2470,1,1,0,0,0,0,Churned
107,104.91,29.75,0,669.2129,2724,2244,0,0,1,0,0,1,Churned
107,760.1084,439.25,0,112353.752,21864,4005,0,0,0,0,0,1,Churned
107,50.28,2.62,20,9157.915,0,2168,0,0,0,0,0,0,Churned
108,836.6616,3.5,15,65203.1094,3924,2556,0,0,1,0,0,1,Active
108,394.598,289.62,6.25,319883.6436,4284,4632,0,0,0,0,0,1,Churned
109,85.43,5.98,0,1369140.144,360,1424,0,0,0,0,0,0,Churned
109,369.0384,0,83.75,4242460.409,12,1780,1,1,0,0,0,0,Churned
109,60.318,17.93,20,21729.6387,0,982,0,0,0,0,0,0,Churned
110,172.64,0,25,1452503.742,0,228,0,0,1,0,1,0,Churned
111,129.4,0,40,27605.7383,3941,2629,0,1,0,1,0,1,Churned
112,88.78,0,0,2771.9062,120,5711,0,0,0,0,0,0,Churned
112,195.372,0,2.5,1015036.084,0,2268,0,0,0,0,0,0,Churned
112,73.3344,0,47.5,41317.9883,0,1015,1,1,0,0,0,0,Churned
113,434.25,0,27.5,1648503.017,39348,657,1,1,1,0,0,1,Churned
114,822.258,6.24,106.25,3071059.907,228,24088,0,0,0,0,1,0,Churned
114,1255.0844,3.59,0,13.2812,88296,3388,0,0,0,0,0,1,Churned
115,477.42,0,0,8522.4043,0,895,0,0,0,0,0,1,Active
115,357,13.53,0,36947.2373,4644,1747,0,1,0,1,0,0,Churned
115,62.252,6.76,11.25,201352.709,0,3563,0,1,1,0,1,0,Churned
116,302.052,0,8.75,1301228.527,3060,885,0,0,0,0,0,1,Churned
117,607.82,25.37,112.5,1464461.794,804,6593,0,1,1,0,0,0,Churned
117,125.6604,0,56.25,151034.4561,0,2557,0,0,0,0,0,0,Churned
118,419.2508,28.58,81.25,77806.3388,0,8024,0,0,0,0,0,0,Churned
120,177.0604,0,20,8633289.656,480,299,0,0,1,0,0,1,Active
120,1113.8684,4.14,1.25,0.1211,102948,2192,0,0,0,0,0,1,Active
120,201.63,5.25,62.5,175380.3223,0,3322,0,1,0,0,0,0,Churned
120,398.346,0,72.5,5164384.34,12,4373,1,1,0,1,0,0,Churned
121,69.208,11.95,0,939.7178,0,3560,0,0,0,0,0,0,Churned
122,324.722,84,0,70.001,13980,5287,0,0,0,0,0,1,Active
122,251.4,0,10,632.2334,0,897,0,0,0,0,0,0,Churned
122,344.1564,0,35,81718.4775,26316,1976,0,0,0,0,0,0,Churned
122,181.868,2.41,12.5,240273.6006,12,2416,1,1,0,0,0,0,Churned
123,125.8,15.75,35,11007903.08,2508,2409,1,1,0,0,0,0,Churned
123,104.2408,2.39,40,7017161.825,0,3116,1,0,0,0,0,0,Churned
124,543.558,0,61.25,13584969.15,1908,983,0,0,0,1,0,1,Active
124,214.6604,41.86,8.75,440200.2695,0,537,0,0,0,0,0,0,Churned
124,40.81,0,15,9123.917,348,1635,0,1,0,0,0,0,Churned
125,104.272,9.56,41.25,42023.1319,0,683,0,0,0,0,0,0,Churned
127,989.51,0,0,98.3516,66456,11772,0,0,0,0,0,1,Active
128,860.53,89.95,0,101.5117,41184,11559,0,0,0,0,0,1,Churned
129,105.762,7.17,0,4.5273,0,8400,0,0,0,0,0,0,Churned
130,823.29,5.25,6.25,46.3486,53448,24358,1,1,0,0,0,1,Active
131,553.846,102.23,50,982714.3545,19032,1596,1,1,0,0,0,1,Churned
135,434.558,3.5,123.75,3119066.825,804,1969,1,1,0,0,0,0,Active
135,153.738,1.75,6.25,4251.4922,7512,2106,0,0,1,0,0,1,Churned
136,387.6568,15.45,103.75,101347.7236,7980,1785,1,1,0,0,0,1,Active
136,208.056,24.5,0,2581.9473,8364,6883,0,0,0,0,0,0,Active
136,146.766,4.1,32.5,2268.7032,2292,1361,0,0,0,0,0,0,Churned
137,1705.8368,73.63,5,162.8809,29832,88953,1,1,0,0,1,0,Active
137,2782.5572,179.52,315,3632010.692,0,40724,1,1,0,0,1,0,Active
137,179.54,0,6.25,714382.6855,1164,2773,1,1,0,0,0,0,Active
138,1096.4224,665,13.75,2378915.897,396,1123,0,0,0,1,0,0,Active
138,311.7332,33.55,11.25,2721658.582,1632,934,0,0,0,0,0,0,Churned
139,86.28,7,0,90759.8047,720,1820,0,0,0,0,0,1,Churned
140,2031.84,37.62,5,55.3857,52632,56714,0,0,1,0,0,1,Active
141,394.5804,94.5,0,31963.7617,5928,13667,0,0,0,1,0,1,Churned
142,1880.444,129.5,0,599.9326,82548,15283,0,0,1,0,0,1,Active
145,488.158,5.25,101.25,32016301.44,0,3033,1,1,0,0,0,0,Churned
146,120.2928,7.88,5,230.3584,0,8971,0,0,1,0,0,0,Churned
147,1200.572,0,227.5,4512623.857,636,1056,1,1,0,1,0,1,Active
149,152.4452,7.73,1.25,1.9199,1464,2206,1,0,0,0,0,1,Active
150,866.596,58.77,130,12076.6484,5856,15175,0,0,0,0,0,0,Churned
152,2770.466,214.19,512.5,172488.9599,8484,88672,1,1,0,0,0,0,Active
170,737.1052,39.68,55,1205828.366,228,2324,1,1,0,0,0,1,Active
173,104.392,3.51,0,1201.4395,24,4080,0,0,0,0,0,0,Churned
174,179.96,18.48,38.75,250681.2148,276,5452,0,0,0,1,0,0,Churned
175,286.5,0,66.25,16152499.42,0,657,1,1,0,0,0,0,Churned
177,487.316,27.32,70,857219.9648,3654,3719,0,0,0,1,0,1,Churned
185,43.92,7.17,0,5275.4639,24,1548,0,0,0,1,0,1,Churned
188,51.706,26.89,3.75,48.5781,0,293,0,0,1,0,0,0,Churned
192,85.5204,9.56,2.5,68.7998,0,6162,0,0,0,0,1,0,Churned
193,479.13,21,0,1010.3652,9474,7194,0,0,0,0,0,1,Churned
195,203.91,0,10,496.4434,9384,1955,1,1,0,1,1,0,Churned
196,54.122,21.54,2.5,832.1768,882,358,0,0,0,1,0,0,Churned
200,297.362,31.15,86.25,183798.9473,7320,2027,0,0,0,0,0,1,Churned
204,162.9344,9.66,58.75,581798.6514,120,2000,0,1,0,0,0,0,Active
204,18.522,9.79,0,19.0918,0,395,0,0,0,0,0,0,Churned
205,250.544,17.39,31.75,5414081.911,768,2317,1,1,0,1,0,1,Churned
207,1932.258,12.19,78.75,501453.1954,22656,17689,0,0,0,0,0,1,Active
210,259.52,0,66.25,458411.914,0,1790,1,1,0,0,0,0,Churned
222,94.504,62.08,0,187.5537,216,395,1,0,0,1,0,0,Churned
240,1383.9244,147.9,27.5,39738.3574,6792,49576,0,0,0,0,0,1,Churned
243,92.702,9.56,13.75,745.7207,0,2574,0,0,1,0,1,0,Churned
243,806.946,7.4,8.75,106262.2588,36,611,1,1,0,0,0,1,Churned
248,1386.9816,75.24,33.75,421687.4766,4152,57299,0,0,1,0,0,0,Active
256,1370.7,10.54,46.25,477936.3838,2886,3268,1,1,0,0,0,1,Active
356,382.48,49.73,2.5,28582.9336,0,1541,0,0,0,0,0,0,Churned
393,1210.1728,7.17,33.75,1685.6894,0,62189,0,0,0,0,0,0,Churned
428,1678.02,77.86,42.5,38658.8877,14508,18750,1,1,0,0,0,1,Active
435,790.022,80.46,3.75,536495.0674,0,30847,0,0,0,0,0,0,Churned
651,739.0528,137.39,0,8560.0986,1451,13373,0,0,0,1,0,0,Churned
716,694.6,5.25,15,448485.788,6209,4245,1,1,0,0,0,1,Active
1006,502.356,16.09,7.5,274.9902,750,30688,1,1,0,0,1,0,Churned
1023,528.6964,47.16,0,805.084,11309,23293,0,0,0,0,0,0,Churned
1226,31.302,14.57,0,7.8818,0,358,0,0,0,0,0,0,Churned
1309,642.8,22.62,3.75,246.6484,9843,24440,1,1,1,0,1,0,Churned
1316,98.8904,4.14,1.25,1.0244,1626,4373,0,0,0,1,1,0,Active
1456,174.948,32.82,1.25,0.9395,954,7559,0,0,0,0,0,1,Churned
1635,177.208,42,5,1431.3408,4728,2363,1,1,0,0,0,1,Active
2053,1309.0804,13.29,48.75,1392.9424,8208,92247,1,1,0,1,1,0,Churned
2076,328.462,39.71,3.75,65.2695,1685,13212,0,0,1,0,0,1,Churned
2267,1881.106,8.93,17.5,481.8535,85260,40793,0,0,0,1,0,1,Churned
2418,197.74,0,115,42678.7422,216,2611,1,1,0,0,0,0,Active
2471,4002.0708,1.75,292.5,6415749.894,2484,94183,1,1,0,1,0,1,Active
2775,430.2,27.87,10,5289.7324,4284,18893,1,1,0,0,0,0,Churned
2793,42.48,11.95,1.25,332.3574,0,2330,0,1,0,0,0,0,Churned
2887,43.54,0,37.5,22188.1152,0,6,0,0,0,0,0,0,Churned
2986,528.6528,2.39,0,1473082.523,0,1074,1,1,1,0,0,1,Active
3155,1246.22,26.29,260,6470329.758,1194,24274,1,1,1,0,0,0,Churned
3457,515.7852,20.03,133.75,484236.749,24,1685,0,0,0,0,0,0,Churned
3706,916.87,0.04,2.5,1014261.738,0,1289,1,1,0,0,0,1,Active
3813,107.894,19.12,26.25,7904.5889,263,24,0,0,0,1,0,1,Churned
4591,1757.78,11.95,0,28045.9677,0,24013,0,0,0,0,0,1,Churned
4813,1493.36,3.5,60,3193016.063,2280,1736,1,1,0,0,0,1,Active
137,276.21,0,56.25,4723.917,6648,11640,0,0,0,0,0,0,Churned
108,128.63,24.5,0,10011.918,8292,1128,0,0,0,1,0,1,Churned
109,130.79,4.46,0,69972.8086,6655,5164,0,0,0,1,0,1,Churned
110,352.5232,28.27,21.25,53194.5898,4320,4174,0,0,0,1,0,1,Active
121,42.04,0.01,20,8001.2422,156,1329,0,1,0,1,0,1,Active
121,330.404,64.75,15,127026.0957,16128,3378,1,1,0,1,0,1,Churned
211,55.898,0,1.25,4257006.446,0,1364,1,1,0,0,0,0,Churned
212,520.498,73.08,30,360623.5371,840,16232,1,1,0,0,0,0,Churned
